once upon 6GJ4linlX7yO+jEaUELFzniH9XAamdpit7BeVZ9W8uU= time in
fox promised kuCvdqG8BLGNAAnq/1AZG3P1fUurNyQMHkwRHJCYLMs= repay her
promised to s6sdiezAwDI7s5rBndWuUThWsC2N4OfJPl4XNKRw/ng= her kindness
to repay c5na5/45jiYLR8b/NkmYvQVziehj/H2p8u3I3+AIjcI= kindness as
repay her rstX1sCK2LXhBZg1FLKm0ogriLjkwT29FSfe92hXvcA= as seasons
her kindness kMgtR0Us7SP3NdPdmM64cp9CmHMEIFut5aDJHO0w1aQ= seasons changed
kindness as yMESL0jHFXJpSPqMppWB0BkZuqvXvGLCu6u9MLT6kTM= changed the
as seasons zwF+updeXewvXtxpOGS/6JIHVvdbQbrY3ak0rS9J/Is= the fox
seasons changed iVEGxuuRJRgAlFIJmGj6Qs92vL1nUcHldIX4QwywRvo= fox kept
changed the +w2w66A/+X5E+xOx0rZtPWjdhwcGczLG4LZCWYQ0eEw= kept its
the fox daXOzY6gnNP+nltAPBVV0QTIaRoVwTDWK1Q3NFXbBBA= its word
fox kept rdpl0FauHffX7Pom7XDEXfnpCaFrRwyQKMje+TDifqA= word it
kept its s7+Z7hVsjMVvILoqQfLJvq3cZRm0t560q0Y1y3+IpXM= it brought
its word CrvQgJivK0W+y3dwyJQbxrG+NsEXKFe4CBsmK7DJz3k= brought elsa
word it 4PKTVJ7cNYCNRMTcVB5g7W1i1Y08YGJDY1Onk06ZiRg= elsa gifts
it brought 7CBd0kHwY96LX2XgVYS2piA7SH2KQUJlnAseLbFf6Tc= gifts from
brought elsa MJBNAA9ZziMkoj2LcHbzSzM0Z0VWM7i7mdwyweFLFgc= from the
elsa gifts tORhKyCcC55zBeh++Nth2/d4sxT39ZhC6QitPsZL+HY= the forest
gifts from ezMOk0OvgxnrPu18JIBwiLS68Hxs2DUAG/RleilcrYA= forest fruits
from the uoMN+5VD147cXmgeqcHCd29eGEmlY9GtuiIkwYvd6Xk= fruits she
the forest yGCUsW+BOO6W1b4bQNOxPnc8h6/wjKwKPDzijawWFWk= she had
forest fruits jkGa57N+bVcLsJzxBQzb7te699l0WvpZ2HGSHjzu+ZA= had never
fruits she BGGDEQzeJBxuEbdAjfzAfQjI5nbHO3PQVibQBo9w3ZE= never tasted
she had 3AiwepPoiSN1lOJwzMDMA3NdmYdsh+vbuXsYJrhnaK4= tasted herbs
had never nHOWAGN8pstoDJMy/HxbdYosMpvwZNPPMOBEZkq2aYc= herbs with
never tasted 1KNlYROTaTUxOYV7eNkk9ejjLX9oUqpzyDktoXu3Sxk= with healing
tasted herbs Fk9Qg4EQwBiTNOiP+9YjBTzFsqPUky3ihCEFogIczTw= healing powers
herbs with h8HBcZiHMrtRaC2jya98fZkE/kSGQOCBKY/H969UUqM= powers and
with healing lVHp6xDVppBS1CX4zXddHObHQlFaUro4t50aFrWa7Kc= and flowers
healing powers YXIRdlzEG1xnvJq89vjm4HYRseagA+cKhgs1byptlRU= flowers one
powers and 77sQh5u1zRt0TLg9DXpEa/La7aVgw/35iVijLyka1dQ= one day
and flowers GcwqTQrTNlRauXtRFPfM72X2JD+fHS4sS8AGxYwhP9A= day the
flowers one nBBjyo0sVm7Anct1TGwpAEGeyZKwTRCv/NUJCdu8QgY= the fox
one day mMe4E75bnP2lruyl5xfrrL8lHbQsRGEJTBy1FEC4tJA= fox led
day the PcOdNrqrCxCoFD7/VPWdc7x5IPca6kB6wUpghn6w2NY= led elsa
the fox oFl2Gi9Av/5z8EZJFjvQ4pD3XzR4PmGBweJBQ7d7eWY= elsa to
fox led mBGXwb/2dTjUF+YoZciZk4XF/MtZJz0oVqjwIPcw97E= to a
led elsa QVjhpNglym3W4tDhTMywUDxbhvhu8Zq1tl3KYLAy1fQ= a hidden
elsa to iTsPFvJrTFbWrN1HqERk67Tl6XB9pb6Kw/SQN2LSjSg= hidden part
to a 9MLOphUkc1VJjLpfxOyh6Y2OyBwRzuvMlakQy/2qoLA= part of
a hidden hLGLI8kcVBO0c2YKOApky0nFq2QRRp8CBkd5iayvLdk= of the
hidden part G09PVwYRf14S+/uq2X2ucjBevKxZP4xwMuqMLmrdVDI= the forest
part of RQipa0sx8h3gT4q6KeGH/zN/zTbyWmkeoUlpz3bPfps= forest there
of the SAUKAz90uSPWOqzdCXVAPLawTOlQ846713di8Y3WU6M= there under
the forest yd1GZ6BZMAnU2KFKDMJs1xBcHepWqHlf0cAdvI5wNe4= under the
forest there qQALaDU0d87JULG8NSrgkzj9RlBJz3ek48B2yokih+w= the oak
there under A4GC5mOh5QAIRA7c9+rADG+ymI5y17CM/CHYi9hQbCg= oak tree
under the G8jFstEGu/MGG/SyC6bdUd9u2lNAcPEGydPZqIdIpvg= tree was
the oak TKP9RFeKNxtFnTkFQEm+AKE8siBBm5oblHaVwmae4Oo= was a
oak tree zruYkDezyKh1Y5ferNnXFRJ1v2quI2hS1kEbtQN1zQc= a sight
tree was UWUJ6G/UyIH88UbDjqJD6HvOaoRXpnj0Jo5vHb0Byc4= sight UWUJ6G/UyIH88UbDjqJD6HvOaoRXpnj0Jo5vHb0Byc4=
was a qc01SiRGkaOaA8n72uaxKkPy6kyeZlisfSFiwbZS8Y8= a garden
vOHuc9Ft8o2Cm7KcStBT52BsvX02bRUb4zgaG2IKSuw= sight vOHuc9Ft8o2Cm7KcStBT52BsvX02bRUb4zgaG2IKSuw= garden blooming
sight a 2ZhlOJQTY4xm467h8cMeoIkclpwc5SgSbCvgeOpLszI= blooming with
a garden OLXr2SRII/Jh6X2wrmIMB8klPreBiqJZjkcpfuFQtiE= with flowers
garden blooming bW9GE6o8G/O0JCqI7fYQtnZhMUi/khyAYOjIl1ZxEFU= flowers that
blooming with 6xGSGkotrArmW7ycaoTmPtcYb/KiT0Ye8qjSOV3rKYU= that shone
with flowers 9KdEjGSMyJRjBXuul9UIH6elwC44QBHnWuODa2tc1BI= shone under
flowers that byZLA9yKdyukxdtoYl4qLixEZi0Uex5AWuSQ9trhQIA= under the
that shone o9llA8DABlDlD9nrwhofkc0tXxGEJySCxdD0ErCfl5s= the moonlight
shone under E/7ULl1a80DHSOaeQP6HkA8ILPicVaxYgUsaZ+cD6oY= moonlight elsa
under the r9FQyDgiYWFefq7d5PPC5AUMbANNPy0Nd6AItA9TCp4= elsa was
the moonlight Bk4YJ2hRYMXwGxfGKg7CZahplbBAHlrmxvl+Md7hh2o= was enchanted
moonlight elsa TUUug9Q98wGEvFwBT1REu0pN7wlw6KkfKI62QK7btw8= enchanted the
elsa was 5c3U5CuAtDw9o/5mIwj2rfLcNx9gzDf8Tz/KNuk4/Eg= the fox
was enchanted P5KumnmiDiI/ScsTewW+iZ45vmgBSBwePt7FXOaoOi8= fox explained
enchanted the wYX626JLscXzpRA02ISh4Qf1iXAQnqP6WjjilI31clU= explained that
the fox vyDDylE5k3Xh8AK6WRzPR1GWLGktKc8cWFOvTcQM7As= that this
fox explained wEFlohhJjxIHAZbcEzJQ1y2mD+UMKfxdHMetClBlD3k= this was
explained that lF5J7ZJd9Kuo4O1OSutaj79HLLvIeh4PCCjTXGhl6OM= was a
that this haumv3H8NufrImLcEweOHc/PLrhDBkbTiiDSqQ0Lu7s= a magical
this was 9VLXbUXud4QKWWc/FUKIrYrqPstk4NHfjFn0ybH8ksI= magical garden
was a +BvUx6PQj19m95bJrpesnGmJ+Hhd/npEWD4Ye3kMG7Q= garden every
a magical KqjB9XBXWIVPLfcw+EfGoXqH/9lATBNsjsmKBRh/6rA= every full
magical garden QSwCfiSoRmmVjocHSGhB3CYXD6p3wUoba8u+BppoCvg= full moon
garden every 2Izi+G/L5jDcKthZD8Iv5/6l3PEj65eJqj0kD2AME8c= moon the
every full JUWbM5ohAoMjUNU+Ews6WecTrVgzbcvmsVsoMoDYOOw= the flowers
full moon qTF4eZ45f65UHStt8XQOfx2lxDTva78UBzX9+XtZ3MQ= flowers bloomed
moon the aexcmwYcWEROkjVgvJnT8YCoDfyd/SkUoqYIgfAN0Mg= bloomed with
the flowers 18LDOjNThoaRg0gVPhO8RCoTMURapuTWUfj4fDW1wEo= with extraordinary
flowers bloomed bGJPfKtBqDmeoIi0XYUlpPaWH3jHkERKkk1F0qoRK/I= extraordinary colors
bloomed with fganVgq1NmFJoW2ACFs52Mvrh9fAjm/bDkBl9Xb1/1Y= colors and
with extraordinary HpBzRlF8KnoyY5LBmn56aYpZU6ARdxqx65vpfLWX8W0= and had
extraordinary colors ZqE3ljnJWud3Y/O4NCsMWN/8JM1caqcgf6fi97sSdcs= had the
colors and XUQ43RsAHrN1Z7HEJoLnQzCmoLXKBar+10/fwPa2vow= the power
and had l7iAyeM3o4Mkubr7dOc9ZuQ/JeEiRoUDF9rktxMIKgA= power to
had the tHc/NdsywPrzHSvjatSpelKCvKF/i+CAX/XNY02HH60= to grant
the power K1A5wX+U59+L2KKSxORJxc8ZCBJ7HtVWHiF/tBD1Y0k= grant one
power to EAviseEG+kHXQruQq7gnVcsNuI8bvU56nsgfkD1IjqM= one wish
to grant TTydF5L+L4qWsd/KhEK5B/ERxO0CMNy/ZHJuuD+i2xk= wish elsa
grant one mkCvoi0+lSrM0frlQtrOCICPznd/8m8yGif9YJ3ZCbs= elsa was
one wish qVXFY64QnfWfqkN9NwPDWfEIFlP6Fl2kLLe5OktEz8Y= was amazed
wish elsa zc5qPBS3PMZbL+0gK2DUw8vKbwp0D1Ci8Jrs38qgqvw= amazed but
elsa was XF5zmgnmcLDN2k8G0oVpG2i5d+FrpkxFS1jKkWDQAxs= but she
was amazed Bxsyx9Jwr4y9qZfRmb4yZNH1QWJptjcOxuPljgOkjEw= she was
amazed but EGI1mFDiBQVeo0M7AKOQ1L106rZq2eU2fSLlraL5xJM= was also
but she ZEPlEfuooOcQ2fYl10fpJrAF3jzYXClFD2MROumJjf0= also wise
she was dBu0OlI1EWFzSDlgrRajbXONrcEcSeMKVayIGeBZzlU= wise she
was also K5XNylXB80EK2v/Fx20oJrnmwVyqv9pT96VbVpFegpw= she knew
also wise XyymaVZ36wA1p7QrpykYq374Obc1ORdGJVB3T4n+LkI= knew the
wise she IvMn9V0PESHI4WJvGya7/8e30bIy384DQqikeTEIh3w= the power
she knew LpNcAN49iwjTuHifR3vP1q3BXhmW9e2t/Ch4ycYUPo8= power of
knew the XLNZ6EUdrCCTKeKOQKghI9s8GULv1R+Ovbcj2uAfhX0= of wishes
the power 8w+ht3cPTbwZaw6L7340BU4wTPSC2NUaT+dJ5LJ7HNk= wishes could
power of 8U4mm1Gr0WQGIGMQ6+/YITmoysP0x9WcJmdROPlFBAI= could be
of wishes DdmmVe961EA97jWrUCJ7ZUmK06QoDhbdEbYOIU4FnBY= be dangerous
wishes could 1inwl/oveNNkdEPv9VipYKbsQRWuqHusLIwVpEBZzMs= dangerous so
could be Nki5y/y1nLgUtKV1Ora9oxcrSK6uXoyyp0EFs1vd64g= so she
be dangerous c5nST1n0iw9/uGhp3fTFrFQQUADQHn3E04RgX0k684Y= she decided
dangerous so bYegcaDJwGDOTBQu54ZwbXUnCudgk8ulCmRO5DOu9xk= decided to
so she NzEzuIQ4uBdA8MwEzkNCShMcqGTQL2ZWTPyaIo2XeaE= to think
she decided ZbD/TV9cOq4VPnF5PDbGzIDgh4ocXOuxADp0Axqmo2E= think carefully
decided to XhLilozBushxJCzWw8FR+QMupM02XlAW158OGQ9M4C0= carefully about
to think NZ7rCJmoULxvcmW2f0/ZWX5UKhQbU6sQwpEUWuM9J2g= about it
think carefully JKpKxKLvh+oth6pOvnoLNqkBaHUzvSjY5Q9lAxl+04Q= it in
carefully about j2AzqCFutXQ2ZbZU0afM+bArpsacUUdU5QnwUsuKbd4= in the
about it gXhmeMv8lW9v5b2K55M8WnGb2rKJGUtrmwz48EaN0/o= the village
it in GIQNPhZnXvzyagtbqjR/mr3kYBOfmKWi0kIaZ8T4Q1k= village a
in the Mx5jfS8f3qsgO84zFHhv77QEPiwkvRsXdazZsH151vQ= a problem
the village ZmMXhxWJiFTfeN7JTNeJ7LYnQMaHXs8s5jg1Jd0dMn0= problem was
village a jJcGnmQUge4ht/yIG2qmTG3cmffKAUEoSFfI5JamS8o= was brewing
a problem YELjPEZIIQdHM+914GPb2zkXKM4aMjb39MRYA3d4HF4= brewing the
problem was Oz0UGugq+CWFBrDdMQudDv9z9KXix1pu21PKxKlnM8E= the river
was brewing 8DxvhE/YjVMBdgrE7IB0oP6QMXmyYpTAc6LJK1d3u34= river that
brewing the YrJgp5vRGYlOOLoIj5oq3y55eBaVcRpwa7MNfulVofI= that flowed
the river IWTUFMk+QyrQN9Lb8+vh3lyZY9S9gDKw3cfXPZCa89k= flowed through
river that bdArqbcwouOQScFeh+2cIlmWXxNekTGX+aX0WxiJw4U= through the
that flowed 29qgkyzeT62/DiTjMuB4cOCuEwmQcN7VnvTiMk2VYlE= the village
flowed through lHGwJNrDh//NDC8erZbP4pwlPxQpXxVfnnEMgWN5K+g= village had
through the P7mleUul2mxpD530+SeBf2Om74BxzNy3hnenJJ694M8= had started
the village 24CiITznzpEma8o2o9nw55l/EIyiM8eDNzjuHD0TqaM= started to
village had MqwDl0/LY1cPJ4b+6NAI701R6Sn94lWrR7x6QfFZRT8= to dry
had started Ca370HcFfi295HVEfLBvqgwq8wRb6XCt+cLmgDERG14= dry up
started to HLEEVVzw3ipPow1NU9vQ8e3oUYzaPqKqLQGYX6jJu0I= up crops
to dry 0Sw0iASmWNaDuQHxRISKnFz0205lXjDSrO7iAXFhMF8= crops were
dry up bST8lauE8iYqJ//4ipR463zpPbfcrKV6IdAIe6ZlwXA= were failing
up crops QnKP4Sc1UR2CmXO+WJ+CLkicdZP21W7k31wekrc7ejE= failing and
crops were 2eBEpN6FwB8H43wEVFLjE7PtwEd72zL6YzJftUs2N4M= and people
were failing Wc22lCu2sgBaRvF0M1znpQ3d4uGeaq27C+LP/i1CE3A= people were
failing and B5AscCFilZLFIozvzNeWcBFAvGRvmSq2SPIi1zPon7k= were worried
and people C2LPJPCnaPWD5G6Fh+0jKyawuPzpfnnDe/tpz3X/JlE= worried they
people were JQjReRR/wjdRTZ39XFwgpkqJtWudt6kfHAHM4jRvIos= they needed
were worried DOCf52pnFkSZiVqK4N2N1nf72s9LDc99nwN0wou7bEo= needed water
worried they UirqlpZ6tD0dpNEHw2OyfgB+GsGUMl2Dl46dLOyocfw= water to
they needed iRyBJoJAdPrSNb5hHZWFSEloIUGrnEZ5TQvlNueQpAM= to survive
needed water kJPVeMOsr2IfLG5R5GhYLTGmevPPNyG8k6LSEgPaDAw= survive the
water to c0+Ad5jrKAZU2gylYL5Z/Jo2aSnVIdtg2dNWU1xDwIg= the village
to survive zKnVvJrNfwN/5rLFXZzHIHnZp3FdgNQo87DM80KN40g= village elders
survive the BSi/4tkqaEd9rZbtxwpNwlgpKh1OUWcDQopaLQoACyw= elders tried
the village MC+707WqhItL38GqR3N6P6mitJg1OIl6kMEUPXgmqU4= tried everything
village elders LFDZAYOraMtgSbx1kaqoHp3vk8Kly6wawyKtueeIyIk= everything but
elders tried Kq8vguAcYgfNK6jRp/zuiYR7tX41MedXJaAVOod6Gm0= but nothing
tried everything hrw5dggljJLPpexaisKjsGswJqrqKkTceY53DuMnEUY= nothing seemed
everything but 5RDaRRIcLJSNcX0/ObimhQoDyEfXbjjhvIN1QvHoujw= seemed to
but nothing E6i8jv6/wcJ6oRLeudUzlzwFblTzdgLhLMPuj+K2B70= to work
nothing seemed rfEkW7meOM3PqFBN7emk39c+v9Y4IGQsbjvfjrfq/DA= work elsa
seemed to H/dXp+2k8xuj6r0O90XnSG5Is8vJU5CWayReDOD+l+A= elsa thought
to work Kjag5qq40477DlcAWK2aDotFv3Oru4XssMB5xMIV5FE= thought about
work elsa pqkmDtIUSk30UjMjqVYCcaXg3tBC726y3rQU6y5TGII= about the
elsa thought /7ebY7Jca870Q4PWBzYb2/1LP82Dnc8A5gp9Iuc8vXo= the villagers
thought about OK5QI3y2O/GvvSZDNcYtcjiwrPnJXtPZumL+5MLDBbQ= villagers and
about the UN3Z8qCTiQxhwWyRRO+GAEnhn+2klryfDFJtQk/IEPs= and their
the villagers 1LB3jUeyeC6+uVEhBx5nRDCU9Qh6O1MXH7RRvjPUq4A= their plight
villagers and m2tJTxYGoHGpIauKsMjO/RvaUOpjo6YPfq7fgkpVt+E= plight she
and their GxVCn5Suc7wCyxv8oVbCrfrSIcMPjPk9WJ2b/70EyxA= she remembered
their plight R8ArIc+l0hu6SOgHmKCkxbvsvXsCfl+HOAfdDgp500I= remembered the
plight she yryA8F7kKqzWi8jN0EZxfgvA6r3TLi/wYvvpGC5SBXE= the magical
she remembered cFbv8vm4LFXYLIP2q7NGtAS0HAub1quq+R0YXXHPezM= magical garden
remembered the uDG7feZ/Cb4SCm5/dSqSFGyl9HR35zjBgLk+7bC5wRI= garden and
the magical 8tc7sSUGAZU50sLIccZ6mBmP0tSMOaYNfZ/TjkE8ZjM= and the
magical garden nE0aJwS59s+2xxRzT+5Dp/m5m7klQzS8seXr34tjtlw= the wish
garden and fhxKFHsK3qCgpmBAF+ciGCpWPZCLKXERB3v0/8ZXG58= wish she
and the mrXi4u4/ebjvA+vxZHHbH9pRQ3fM5+E3nARjDTHiUG8= she could
the wish 4knIaWpB2e8gAL6PEl1QU1Wvs9uGAXfQUsGyJJ9fbPQ= could make
wish she py42UoRy/MXuhps0N4kr+hIXRudn0FeInXNLUI4HntI= make at
she could +F4I3A6L2lS4XlS4x0ssv2L8yKn7kEL+xQG9tR3dQN4= at the
could make g2C6dIaG3FUk86K3dqCPn8fA6vyciz5VvuIuoZyOI1Y= the next
make at xvmJnocV0w+xI8Fdn85l/NIZKczvfdCKIBZHlDVopgk= next full
at the MbHH1pQbxvfDYNaFAJnVO62urFJxIEyx8FaObfxIJqE= full moon
the next 3AwnY3UAu8S3NqmpN0No2d/NdA+D28d2YSCSivPYetc= moon elsa
next full grvMvRnMbXtV15rtfP9ip60B0kPzAQEB3NgzC8yPtag= elsa made
full moon Rsy72E72ZlatKeFXm2mSjgBQGfSehw4sWF9A9j6bJT4= made her
moon elsa pc8juRCmL6xoYzKNFXZ0gSVCP/xnPG+H2JoV63uA62A= her way
elsa made 7xwGBbvdHeLiUFCYKpZHQ6WMB/Hr9NvCVjNn9Myp1Uk= way back
made her 18gLMioCD7pfsoE32XRgUrwO2AeoDO4KkBVTVKnFLKc= back to
her way ay0YJ/lpHY83FflunG49rPBs42qwVPoLHQeT9Oz26bg= to the
way back NHvpx/32wRbb2CbtVGwm+bnDx9MVOP/aPsdoNGkB8Ds= the forest
back to cTyec4gV/GEiHZSY82kv7+lFGTXtpQ/j87xeAtqvHmc= forest and
to the VL99L9aQT3EDhVPj4YaggJQKy/FOrAC6ilGRsP1XDow= and found
the forest TrdMOwRkDJpcNkLCeNTLJT6iHAPVUUwhmBQ/afDVYQk= found the
forest and FPAD7cqcVzmfrRPHVEiCcFKX/hVcDD5Zw9gz6oECrEI= the fox
and found /yXA3DRBWbN2igEdeuzfK3S3tjb1cJ8LXFbQVTvASIA= fox waiting
found the uYSBYHbP75dCB2yjtD8bsiW94HeI50tYPDOz+0IJxK4= waiting for
