XcZabaYiAwKZpNb08urf9a1hllQcuD1oaNUo4PyuMeU= upon a time in
Hff1aW7eOmMaMg/P9lgjD6JjPoudruLOueJRfcCO3QQ= through the village had
0lVuUxrr/ZSiULXXu84EltpZb/JOdaTU8spXSKquhL4= the village had started
14zA9P164gTX1TXVcMiU3FRjD/oquzWnOziREm29joc= village had started to
oVVA06OSI+H9mwE9TURpvK30puzgf2GH8Z2I9Jd5zq0= had started to dry
At7N1rA4eTSAKLcu9ZAnwKmF1YXBMW5JIntzEnOXRCo= started to dry up
Ucu168UBzSZyPrBPwMlHhsjFmayBdj+YBxgM/kHCIho= to dry up crops
ZPV2zsgsIeHWaIYwl3BkYbVf7vG3IyDNGr8q+FfEmno= dry up crops were
2oLC0jsbJI+l1LTQoBxyQwisq6Js12TmNIwnhn/4mvI= up crops were failing
NJR8dR9FOmYkwx5ZCFWBsA0B3xA7toDODLsTyv1bX0o= crops were failing and
6jiYMKTg73O7vUIVjVH0NqlakMPkHgSL6CdSI2g9o78= were failing and people
FwrPVtgwWazAcwMod4rwSZqocDf7bQMTvQqFKu6jT+U= failing and people FwrPVtgwWazAcwMod4rwSZqocDf7bQMTvQqFKu6jT+U=
fpVIIGkfRHg1k5qyncUDfS5IcRbqNpvVTZ9y07bVCmA= and people were worried
q2Y+2t0/dZI8hQ1fhJF2AT1WGWHMgsHQz8Eoq4wx034= people were worried they
cFYZ9/b6nF18kz4rYxdlm0GmF7DpU/t6vHQDSYME5xA= were worried they needed
6Wacww9WvhCTMOAAj9CkwsY653A7fuTiBf9x+ksFLKY= worried they needed water
00QztVf+m2xGtc3j7AKym5YbwU3xIFRivHC2FVzWK3Q= they needed water to
LaXnF6QtkuAjGLeYKBFx/gkycTJWHTl9y32DRSvpzbA= needed water to survive
99ws5VV2bEEdxrVLxNvIV4j+7p0EUjuYdeXhkJLKo0M= water to survive the
ncgKgJj1J3Lic+GG167Jrd8cDDPuE5O0wA+pJsZFOxQ= to survive the village
mPCU4QNbFNJIc4f63uk/vK9FS+moorDr3e9ESt2JMPw= survive the village elders
1eFgV4JFdxuYZ4zD7Zb86rJyrrPJ/kemnvh9Pz5iMXY= the village elders tried
/blVCHzMCZ9TG5LIdXcaV3liJn+o8sCzXssolnFAssM= village elders tried everything
vdhz1ah6PeZPtJHdYMIR8OzTc/660Vh6s4Gd2TQx0aQ= elders tried everything but
dKZCsk5BmhgdCOuHwl3Rl2Thj1yCMxp4SyxkM4+/eL0= tried everything but nothing
4ivaJ6DUDxY+I8Wjnj+Q5oQDz1+w7uZBnW/HPtU3ODo= everything but nothing seemed
f55tG50spCkbYCUR52Fs+gRw4SX+3mAcQ2N4r6Ho6NA= but nothing seemed to
cBiY5GQVT4wDtj6DHL0E0zVvNojvFrxPe66hmQDDy6w= nothing seemed to work
e47TvTjTDR5MlGZuiVF/GpU8IgOJodcdHflxIxl2PTU= seemed to work elsa
Oyy3tE6bBToFRtp+b3gnMMuJsYkY89V0WlYnCtTtQL4= to work elsa thought
PT/jdLAni5MlVy2BjQ0k68fVmgh++5OSlaU6o3jnODU= work elsa thought about
7ly22+KuFFHoZKTmS8wNE1XssyKpDaIUrlNDQ4/ofbo= elsa thought about the
eIAIPqA1+373fiL/dxiZGwaabV480gWXqm/KoX6HgI4= thought about the villagers
xGn92GzGF6yPer6TxZPFhQbyd68UfFRpMd9ujtVrokY= about the villagers and
8RTqqNg3+pwOOyzPqgQFo9codvmItq0t4CAWf7TDS8E= the villagers and their
lXifGqH9I4p/xq3B13XmprIzltcpWgTRViUUJGs/FjM= villagers and their plight
r7MOs9kZBvK1rvrxpYV9DelfgmE6+WTHkZZ5oNsd0XA= and their plight she
jKYYFVqlo/7CyPnGBktMjel/F5G0Y3jYT4q/UJX49Ns= their plight she remembered
V3E7WgIlyi/jH/6UJYpVFvvdJfEVFoo/emGvCV/9KOQ= plight she remembered the
ZfedAppSFzBtWFiUi+MTLB/2jOBpbhKWX0acIzv2Bsw= she remembered the magical
jAV9leY3UrD4FYMdE/tp6lJJOMtpu2rXcNsp0XQq0aM= remembered the magical garden
PTk6gl2bSW/7hqH4zN7H985c8IoIfG9ZjlMyomeg0rM= the magical garden and
crIWp1q9beHan3vPSUs4EElIpoyOw73M/t9hGX/vY18= magical garden and crIWp1q9beHan3vPSUs4EElIpoyOw73M/t9hGX/vY18=
eYCs9FcAhBMJXsXQ35g5xLi5RYG8P7YMtLghl0o4uJc= garden and the wish
FS90YvB6XoKCeMpsPGr5J6TF4ArvU+qSB9Be+YvcmwY= and the wish she
IcflmiOifa5r+yBZA4mdu+OPStr1pmMBlXghGgXJA88= the wish she could
Dflmx/m8XxRbdUbkXZ+D4TwbyvEPCciscOWgSEpbi5s= wish she could make
PHJ9kD/nsx2KYVruHuRQWxK5VAv0zp/W35TQcEg6XYI= she could make at
ZRvvPJbAfLRVULlMke0TgnjbH+xMc6VgxmsN9EMl+rk= could make at the
aw8egBBwT0SAtNgsZTICFhQYBXvnrNl7JAwGzWOlvkc= make at the next
lKnWwiNHX/7DBimUhRGV/WeASZRgIblFMClBFX0d7Zg= at the next full
zaA3f1hEsyeE+d5yHOYXHKkutpBtIL2sky5nz+zlAnA= the next full moon
